               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  92,            0.015471,           0.0037664,                   0,             0.99518,                   1,               0.995,             0.81868,           0.0091945,          0.00087889,                   0,            0.006997,            0.006997,            0.006997
                  93,             0.01537,           0.0038597,                   0,             0.99494,                   1,               0.995,             0.86388,           0.0093464,           0.0008806,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.015436,           0.0035553,                   0,             0.99461,                   1,               0.995,             0.80341,            0.010499,          0.00090982,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.015253,           0.0037348,                   0,             0.97438,                   1,               0.995,             0.85589,           0.0096705,           0.0010785,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.015527,           0.0036536,                   0,             0.99394,                   1,               0.995,             0.83419,           0.0098223,           0.0009998,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.015203,           0.0036682,                   0,             0.99505,                   1,               0.995,             0.83151,            0.010427,          0.00094937,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.015309,           0.0037483,                   0,             0.99509,                   1,               0.995,             0.83593,           0.0089001,          0.00089449,                   0,            0.006799,            0.006799,            0.006799
                  99,              0.0155,           0.0036694,                   0,              0.9943,                   1,               0.995,             0.86546,           0.0093079,          0.00094476,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.015027,           0.0036018,                   0,             0.99421,                   1,               0.995,             0.83992,            0.010165,          0.00088047,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.015039,           0.0036918,                   0,             0.99274,                   1,               0.995,             0.84058,           0.0096128,          0.00088104,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.015713,           0.0036882,                   0,             0.99457,                   1,               0.995,             0.78439,            0.010985,          0.00097052,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.015458,           0.0036322,                   0,             0.99491,                   1,               0.995,             0.84362,            0.010127,          0.00089128,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.015089,           0.0035706,                   0,             0.99489,                   1,               0.995,             0.82543,           0.0091112,          0.00084478,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.015019,           0.0037593,                   0,             0.99499,                   1,               0.995,             0.86749,            0.010086,          0.00094263,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.014796,           0.0036521,                   0,             0.99517,                   1,               0.995,             0.85256,           0.0098034,          0.00090188,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.015053,           0.0036577,                   0,             0.99515,                   1,               0.995,             0.82857,           0.0097751,          0.00090776,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.015371,            0.003585,                   0,             0.99486,                   1,               0.995,             0.82783,           0.0091396,          0.00096089,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.014473,           0.0035983,                   0,             0.99504,                   1,               0.995,             0.85681,           0.0085572,          0.00091162,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.014769,           0.0036039,                   0,             0.99488,                   1,               0.995,             0.84403,           0.0094892,           0.0009158,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.014928,            0.003684,                   0,             0.99499,                   1,               0.995,             0.86845,           0.0081963,          0.00087043,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.014875,           0.0037694,                   0,             0.99502,                   1,               0.995,             0.82503,            0.010643,           0.0010007,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.014596,           0.0036312,                   0,             0.99493,                   1,               0.995,             0.83658,            0.009221,          0.00093851,                   0,            0.006304,            0.006304,            0.006304
                 114,              0.0146,           0.0034808,                   0,             0.99497,                   1,               0.995,             0.86984,            0.009473,          0.00099035,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.014592,           0.0035903,                   0,             0.99502,                   1,               0.995,             0.86349,           0.0093926,          0.00093016,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.014684,           0.0036468,                   0,             0.99479,                   1,               0.995,             0.83852,           0.0098012,          0.00096063,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.014622,           0.0035917,                   0,             0.99425,                   1,               0.995,             0.84314,           0.0092796,          0.00094572,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.014551,           0.0036862,                   0,             0.99498,                   1,               0.995,             0.83945,           0.0096966,          0.00089996,                   0,            0.006139,            0.006139,            0.006139
                 119,              0.0145,           0.0036504,                   0,             0.99484,                   1,               0.995,             0.83799,            0.010577,          0.00091168,                   0,            0.006106,            0.006106,            0.006106
                 120,             0.01413,           0.0035186,                   0,             0.99509,                   1,               0.995,             0.83606,           0.0092129,          0.00087194,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.014291,           0.0036023,                   0,             0.99479,                   1,               0.995,             0.85279,           0.0098641,          0.00090257,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.013992,           0.0034671,                   0,             0.99494,                   1,               0.995,             0.85415,            0.010026,          0.00094452,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.014209,           0.0035655,                   0,             0.99524,                   1,               0.995,             0.80996,            0.011198,          0.00096552,                   0,            0.005974,            0.005974,            0.005974
                 124,              0.0143,           0.0033995,                   0,             0.99527,                   1,               0.995,             0.87945,           0.0093318,           0.0009219,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.014247,           0.0032934,                   0,              0.9949,                   1,               0.995,              0.8329,            0.010307,           0.0010045,                   0,            0.005908,            0.005908,            0.005908
                 126,             0.01408,            0.003402,                   0,             0.99506,                   1,               0.995,             0.86269,            0.010149,           0.0009738,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.014055,           0.0035904,                   0,              0.9946,                   1,               0.995,             0.81322,            0.010606,            0.001003,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.013678,           0.0034332,                   0,             0.99508,                   1,               0.995,             0.83462,            0.010571,           0.0010035,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.013918,           0.0035532,                   0,             0.99522,                   1,               0.995,                0.84,            0.010167,          0.00099406,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.013738,           0.0034267,                   0,             0.99438,                   1,               0.995,             0.86643,           0.0089237,          0.00097553,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.013707,           0.0035214,                   0,             0.99494,                   1,               0.995,             0.87074,            0.008986,          0.00088994,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.013663,           0.0034064,                   0,             0.99516,                   1,               0.995,             0.82368,             0.01073,          0.00095322,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.013414,           0.0034139,                   0,             0.99512,                   1,               0.995,             0.87793,           0.0081427,          0.00088762,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.013411,           0.0033634,                   0,             0.99508,                   1,               0.995,             0.87902,           0.0082348,          0.00084778,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.013513,           0.0034173,                   0,               0.995,                   1,               0.995,             0.87991,           0.0086884,          0.00085086,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.013626,           0.0034593,                   0,             0.99492,                   1,               0.995,             0.90673,           0.0088436,          0.00089392,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.013587,           0.0034503,                   0,             0.99515,                   1,               0.995,             0.88442,           0.0097605,          0.00089997,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.013783,           0.0034131,                   0,             0.99517,                   1,               0.995,               0.828,            0.010565,            0.000965,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.013379,           0.0033788,                   0,             0.99485,                   1,               0.995,             0.89717,           0.0092429,          0.00087945,                   0,            0.005446,            0.005446,            0.005446
