               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,             0.01949,           0.0045641,                   0,             0.99498,                   1,               0.995,              0.8473,           0.0096851,          0.00099325,                   0,            0.007492,            0.007492,            0.007492
                  40,            0.018482,           0.0043083,                   0,             0.99156,                   1,               0.995,             0.80533,            0.012472,           0.0011093,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.019041,           0.0043017,                   0,             0.99477,                   1,               0.995,             0.84408,             0.01126,           0.0010142,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.018473,           0.0042621,                   0,             0.99441,                   1,               0.995,             0.84627,            0.009123,           0.0009756,                   0,            0.007294,            0.007294,            0.007294
                  43,              0.0188,           0.0041451,                   0,             0.99467,                   1,               0.995,             0.86808,           0.0097239,           0.0009759,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.018485,           0.0041622,                   0,             0.99452,                   1,               0.995,             0.84012,            0.011749,           0.0010303,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.017598,            0.004265,                   0,             0.99472,                   1,               0.995,             0.83212,           0.0096608,          0.00098825,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.018193,            0.004365,                   0,             0.99427,                   1,               0.995,             0.84452,           0.0090118,          0.00098949,                   0,             0.00703,             0.00703,             0.00703
                  47,            0.018246,           0.0042485,                   0,             0.99383,                   1,               0.995,             0.82507,            0.010545,           0.0010365,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.017666,           0.0042292,                   0,             0.99458,                   1,               0.995,             0.84247,            0.010223,           0.0010169,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.018219,           0.0042509,                   0,             0.99494,                   1,               0.995,             0.80041,            0.012074,           0.0010372,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.017444,           0.0040981,                   0,             0.99458,                   1,               0.995,             0.86579,            0.010755,          0.00095985,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.017949,           0.0041935,                   0,              0.9946,                   1,               0.995,             0.84044,            0.010741,            0.000998,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.017564,           0.0043132,                   0,             0.99485,                   1,               0.995,             0.80124,            0.010264,           0.0009543,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.017417,           0.0040721,                   0,             0.99497,                   1,               0.995,             0.81117,           0.0099103,          0.00096186,                   0,            0.006568,            0.006568,            0.006568
                  54,             0.01679,           0.0041029,                   0,             0.99489,                   1,               0.995,             0.83491,            0.011164,          0.00094608,                   0,            0.006502,            0.006502,            0.006502
                  55,             0.01736,           0.0040586,                   0,             0.99441,                   1,               0.995,              0.8406,           0.0097354,          0.00093444,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.016951,           0.0040683,                   0,             0.99492,                   1,               0.995,             0.81262,            0.011514,           0.0010046,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.017751,           0.0042779,                   0,             0.99503,                   1,               0.995,             0.85433,           0.0094139,          0.00096841,                   0,            0.006304,            0.006304,            0.006304
